薿	艹疑ノㄋ丶丶
戟	戈一ㄋ丶丶
韩	韦一一丨丨
朝	月ノㄋ一一
觌	十买丨ㄋㄋㄋ
啬	十䒑丨ㄋ一一
索	孛糸ㄋㄋ丶丶
直	直一丨一一
南	十冂丶ノ丨丨
真	直八ノ丶丶丶
卉	十廾一ノ丨丨
卖	十买ㄋ丶丶丶
支	十又ㄋ丶丶丶
疐	孛田ㄋ丨丶丶
百	百一ノ一一
夏	丆目ノㄋ丶丶
不	不一ノ丶丶
面	丆囬丨ㄋ一一
而	而一ノ丨丨
戛	丆目一ㄋ丶丶
馓	饣丨ㄋ丶丶
饰	饣丨ㄋ丨丨
饲	饣丨ㄋ一一
饧	饣汤ㄋノノノ
饱	饣勹ㄋ一ㄋㄋ
饷	饣向丨ㄋ一一
馐	饣ㄋ丨一一
饭	饣ㄋ丶丶丶
饮	饣欠ノㄋ丶丶
馈	饣贵丨ㄋ丶丶
饶	饣尧一ㄋㄋㄋ
馔	饣巳ㄋ一丶丶
馋	饣免丶丶丶丶
馆	饣宀丨ㄋ一一
饺	饣交丶一丶丶
饽	饣孛ㄋ丨一一
饬	饣ㄋノノノ
饩	饣气ノ一ㄋㄋ
馅	饣ノ丨一一
饼	饣䒑一ノ丨丨
馍	饣莫一丨丶丶
馇	饣木丨ㄋ一一
馑	饣堇一丨一一
饪	饣壬ノ一一一
馄	饣日一ㄋㄋㄋ
饴	饣台ㄋ丶一一
馊	饣臼丨ㄋ丶丶
馒	饣日丨ㄋ丶丶
馁	饣爫ㄋノ一一
蚀	饣虫丨ㄋ丶丶
饵	饣耳一丨一一
饥	饣几ノㄋㄋㄋ
饯	饣戋一一丶丶
饨	饣屯一ㄋㄋㄋ
饿	饣我ノ一丶丶
馀	饣余ノ丶丶丶
馕	饣橐丨ㄋ丶丶
馏	饣留丨ㄋ一一
饫	饣夭ノ一丶丶
馃	饣日一丨丶丶
饸	饣合ノ丶一一
饹	饣各ノㄋ一一
馉	饣骨丨ㄋ一一
饳	饣出ㄋ丨丨丨
饻	饣衣丶一丶丶
砸	石匚丨ㄋ丨丨
礅	石享ノ一丶丶
硎	石开丨丨丨丨
砒	石比一ㄋㄋㄋ
砌	石七ㄋノノノ
硼	石月ノㄋ一一
砀	石汤ㄋノノノ
矾	石凡ノㄋ丶丶
硐	石冂丨ㄋ一一
砜	石风ノㄋ丶丶
碱	石咸一ノ丶丶
硇	石囟ノ丶丶丶
磋	石一丨一一
砺	石厂一ㄋノノ
碥	石户丨ㄋ丨丨
碾	石尸一丨丶丶
碜	石叁ノノノノ
碘	石曲ノ丶丶丶
砍	石欠ノㄋ丶丶
硗	石尧一ㄋㄋㄋ
磲	石氵一ㄋ丶丶
磔	石舛一丨丶丶
碲	石帝丨ㄋ丨丨
磅	石帝丶一ノノ
碗	石宀ノㄋㄋㄋ
碇	石定丶丶丶丶
砣	石宀ノㄋㄋㄋ
磙	石六ㄋ丶丶丶
磕	石去丨ㄋ一一
礓	石一丨ㄋ一一
磉	石又ㄋ丶丶丶
碌	石录ㄋ一丶丶
硝	石肖丨丶一一
砧	石占丨一一一
礴	石落一丨丶丶
硭	石艹丶一ㄋㄋ
礞	石劳一一丶丶
砹	石艹ノ丶丶丶
砼	石人一丨一一
碚	石立丨ㄋ一一
磷	石米ノㄋ丨丨
碴	石木丨ㄋ一一
砭	石丿丶ㄋ丶丶
碳	石山一ノ丶丶
碎	石卒丶一丨丨
砥	石氏丶丶丶丶
碟	石世一丨丶丶
碹	石㝉丨ㄋ一一
砝	石去一丨丶丶
硅	石圭一丨一一
砂	石小ノノノノ
研	石开一一丨丨
碣	石曷丨ㄋㄋㄋ
碍	石旦一丨丶丶
硌	石各ノㄋ一一
礁	石隹丶丶丶丶
碛	石丨ㄋ丶丶
碡	石ㄋㄋ丶丶
砗	石车一ㄋ丨丨
础	石出ㄋ丨丨丨
矸	石干一一丨丨
硬	石更一丨丶丶
矿	石广丶一ノノ
矶	石几ノㄋㄋㄋ
硖	石夹丨ノ丶丶
确	石角ノㄋ丨丨
斫	石斤ノノ丨丨
砾	石丨ノ丶丶
砬	石立丶一一一
码	石马ㄋㄋ一一
破	石皮ㄋノ丶丶
砰	石平一丶丨丨
砷	石日丨丨丨丨
砘	石屯一ㄋㄋㄋ
硪	石我ノ一丶丶
砑	石牙一ㄋノノ
硕	石页一ノ丶丶
砟	石乍ノ一一一
砖	石专一一丶丶
碓	石隹ノ丨一一
石	石一ノ一一
磺	石丨ㄋ丶丶
矽	石夕ノㄋ丶丶
砩	石弓ノ丨丨丨
礤	石艹ㄋ丶丶丶
砚	石见丨ㄋㄋㄋ
碉	石冂一丨一一
碑	石卑ノ丨丨丨
硫	石㐬丶一ㄋㄋ
磴	石登ㄋ丶一一
磁	石䒑ㄋㄋ丶丶
碰	石並丶ノ一一
硒	石西一丨一一
磊	石石一ノ一一
泵	石水丨ㄋ丶丶
碶	石丰ㄋノ丶丶
磻	石番ノ丶一一
礌	石雨丨ㄋ一一
矻	石ㄋㄋㄋㄋ
硚	石夭ノ丨丨丨
硁	石轻ㄋ丶一一
磜	石祭ノㄋ丶丶
磡	石其ㄋㄋノノ
硙	石山ㄋ一ㄋㄋ
碃	石青一一一一
磹	石覀丨ㄋ丨丨
硊	石厃ㄋㄋㄋㄋ
砫	石主丶一一一
碏	石昔一丨一一
碨	石田一ㄋ丶丶
磏	石兼丶ノ丶丶
砄	石夬ㄋ一丶丶
硔	石共一丨丶丶
矩	矢匚ㄋ一一一
矧	矢弓丨丨丨丨
矮	矢禾ㄋノ一一
短	矢豆一丨一一
知	矢口丨ㄋ一一
雉	矢隹ノ丨一一
矬	矢从一丨一一
智	矢口丨ㄋ一一
矢	矢ノ一丶丶
矫	矢夭ノ丨丨丨
矰	矢曾丶ノ一一
逐	豕辶丶ㄋ丶丶
燹	豕豕丶ノ丶丶
豕	豕一ノ丶丶
豨	豕希ノ丶丨丨
馨	士ノㄋ一一
罄	士ノㄋ丨丨
磬	士ノㄋ一一
瞽	壴十ㄋ丶一一
甏	壴彡一ㄋ丶丶
熹	壴口丶丶丶丶
嘉	壴加ㄋノ一一
士	士一丨一一
謦	士ノㄋ一一
毂	壳车ノㄋ丶丶
彀	壳一ㄋ一丶丶
觳	壳一ノㄋ丶丶
颉	吉页一ノ丶丶
鼓	壴十ㄋ丶丶丶
彭	壴彡ノノノノ
懿	壳豆丶一丶丶
款	士示ノㄋ丶丶
鼙	壴十ㄋ丶丨丨
喜	壴口丨ㄋ一一
壳	壳几ノㄋㄋㄋ
悫	壳几丶ㄋ丶丶
声	士ㄋ丨ノノ
吉	吉一丨一一
壹	壳豆一丨一一
壶	壳业丨丨一一
志	士心丶ㄋ丶丶
縠	壳一ㄋㄋ丶丶
榖	壳一一丨丶丶
祠	礻丨ㄋ一一
祢	礻尔ノㄋ丶丶
祺	礻其一丨丶丶
禊	礻丰ㄋノ丶丶
禧	礻壴丨ㄋ一一
禄	礻录ㄋ一丶丶
禅	礻单丶ノ丨丨
祯	礻⺊丨ㄋ丶丶
祝	礻口ノㄋㄋㄋ
祸	礻呙丨ㄋ丶丶
祗	礻氏丶丶丶丶
祛	礻去一丨丶丶
禚	礻丶丶丶丶
祆	礻夭ノ一丶丶
福	礻同丨ㄋ一一
祓	礻ㄋ丶丶丶
祈	礻斤ノノ丨丨
祖	礻且丨ㄋ一一
神	礻日丨丨丨丨
祀	礻巳ㄋ一ㄋㄋ
社	礻土一丨一一
祥	礻羊丶ノ丨丨
礼	礻乚ㄋㄋㄋㄋ
祚	礻乍ノ一一一
祧	礻儿丶一丶丶
祉	礻止丨一一一
祁	礻阝ㄋ丨丨丨
襟	礻林一一丶丶
视	礻见丨ㄋㄋㄋ
禳	礻襄丶一丶丶
祜	礻古一丨一一
祐	礻丨ㄋ一一
祇	礻氏ノㄋㄋㄋ
祕	礻必丶ㄋ丶丶
祎	礻韦一一丨丨
祏	礻石一ノ一一
谞	讠疋丨ㄋ一一
禛	礻直ノ丶丶丶
祼	礻日一丨丶丶
禋	礻覀一丨一一
禘	礻帝丨ㄋ丨丨
祋	礻殳ノㄋ丶丶
祃	礻马ㄋㄋ一一
祲	礻彐丶ㄋ丶丶
禤	礻罒ㄋ丶一一
祾	礻土ノ丶丶丶
禔	礻日丨ㄋ一一
示	示一一丶丶
手	手ノ一丨丨
殳	殳ノㄋ丶丶
疋	疋ㄋ丨丶丶
旧	丨日丨ㄋ一一
兕	凹儿ノㄋㄋㄋ
凹	凹丨ㄋ一一
凸	凸丨一一一
芈	丨一丨一丨丨
惬	忄匚一丶丶丶
怄	忄区一ノㄋㄋ
慨	忄一ㄋㄋㄋ
恸	忄云ㄋノノノ
愀	忄禾丶ノ丶丶
懈	忄角ㄋノ丨丨
懒	忄束ノㄋ丶丶
恂	忄勹丨ㄋ一一
怵	忄木丶丶丶丶
恻	忄贝丨丨丨丨
悯	忄门丶一丶丶
恫	忄冂丨ㄋ一一
悃	忄囗一丨丶丶
恹	忄厂一ノ丶丶
慵	忄广ㄋ一一一
惦	忄广丨一一一
慷	忄广ㄋ一丶丶
恢	忄丶ノ丶丶
怖	忄丨ㄋ丨丨
怩	忄尸ノㄋㄋㄋ
惨	忄叁ノノノノ
惯	忄毌丨ㄋ丶丶
愦	忄贵丨ㄋ丶丶
惧	忄ノ丶丶丶
悭	忄坚一丨一一
憷	忄林ㄋ丨丶丶
惚	忄勿丶ㄋ丶丶
憾	忄咸丶ㄋ丶丶
惰	忄一丨一一
懔	忄亠丨ㄋ丶丶
惊	忄京丶一丶丶
恍	忄光丨丶ㄋㄋ
懵	忄萝丶ㄋ一一
怜	忄令ノ丶丶丶
惋	忄宀ノㄋㄋㄋ
忙	忄亡丶一ㄋㄋ
懊	忄向丶ノ丶丶
愤	忄十一丨丶丶
悖	忄孛ㄋ丨一一
悔	忄每ノ一丶丶
愎	忄复ノ一丶丶
忤	忄一丨丨丨
忾	忄气ノ一ㄋㄋ
悄	忄肖丨丶一一
惝	忄尚丨丶一一
情	忄青一一一一
忪	忄公ノ丶丶丶
惮	忄单丶ノ丨丨
悦	忄总ノㄋㄋㄋ
憎	忄曾丶ノ一一
惶	忄白一一一一
慌	忄艹丶一ㄋㄋ
懂	忄艹ノ一一一
怊	忄召ㄋノ一一
忭	忄丶一丨丶丶
慑	忄耳ㄋ丶丶丶
悸	忄禾ㄋ丨一一
悒	忄口ㄋ丨ㄋㄋ
憧	忄立丨ㄋ一一
恤	忄丿丨ㄋ一一
恽	忄冖一ㄋ丨丨
惕	忄日ノㄋノノ
憬	忄日丶一丶丶
悍	忄日一一丨丨
惺	忄日ノ一一一
怛	忄旦丨ㄋ一一
恺	忄山ㄋ一ㄋㄋ
慎	忄直ノ丶丶丶
悴	忄卒丶一丨丨
忮	忄十ㄋ丶丶丶
悛	忄夋ㄋ丶丶丶
怡	忄台ㄋ丶一一
愣	忄罒丶一ノノ
悝	忄里丨ㄋ一一
悻	忄土丶ノ丨丨
恃	忄土一丨丶丶
怯	忄去一丨丶丶
怆	忄仓ノ丶ㄋㄋ
恒	忄一丨ㄋ一一
怔	忄正一丨一一
怿	忄又一一丨丨
怪	忄又一丨一一
愠	忄日丨ㄋ一一
慢	忄日丨ㄋ丶丶
恪	忄各ノㄋ一一
憔	忄隹丶丶丶丶
惜	忄昔一丨一一
怕	忄白ノ丨一一
惭	忄车ノノ丨丨
忸	忄丑ㄋ丨一一
忖	忄寸一丨丶丶
忉	忄刀ㄋノノノ
悌	忄弟丶ノノノ
怫	忄弓ノ丨丨丨
愧	忄鬼ノ丨丶丶
忻	忄斤ノノ丨丨
快	忄夬ㄋ一丶丶
怦	忄平一丶丨丨
忏	忄千ノ一丨丨
性	忄生ノ一一一
悚	忄束一丨丶丶
怃	忄一一ノㄋㄋ
怏	忄央丨ㄋ丶丶
忆	忄乙ㄋㄋㄋㄋ
忱	忄冖ノㄋㄋㄋ
忧	忄尢丶丶丶丶
怍	忄乍ノ一一一
怅	忄长ノ一丶丶
忡	忄中丨ㄋ丨丨
惟	忄隹ノ丨一一
惘	忄冂丶ノㄋㄋ
惆	忄冂一丨一一
恼	忄㐫丶一丨丨
愉	忄俞ノ丶丨丨
恰	忄合ノ丶一一
悼	忄卓丨一丨丨
恬	忄舌ノ一一一
惴	忄山一ノ丨丨
怙	忄古一丨一一
悟	忄五丨ㄋ一一
愕	忄吅一一ㄋㄋ
懦	忄雨一ノ丨丨
愫	忄ㄋㄋ丶丶
慊	忄兼丶ノ丶丶
怀	忄不一ノ丶丶
悱	忄非丨一一一
恨	忄艮ㄋ一丶丶
㥄	忄土ノ丶丶丶
忳	忄屯一ㄋㄋㄋ
憭	忄尞一ノ丶丶
憺	忄厃ノ丶一一
赖	束丨ㄋ丶丶
剌	束刂丨丨丨丨
敕	束攵ノ一丶丶
速	束辶丶ㄋ丶丶
整	束攵一丨一一
束	束一丨丶丶
双	双ㄋ丶丶丶
凼	水凵ㄋ丨丨丨
水	水丨ㄋ丶丶
淼	水水丨ㄋ丶丶
沓	水日丨ㄋ一一
逡	夋辶丶ㄋ丶丶
迨	台辶丶ㄋ丶丶
叁	叁三一一一一
参	叁彡ノノノノ
熊	厶⺝ノㄋ丶丶
垒	厶厶ㄋ丶一一
炱	台火丶ノ丶丶
怠	台心丶ㄋ丶丶
毵	叁彡ノ一ㄋㄋ
能	厶⺝ノㄋㄋㄋ
邰	台阝ㄋ丨丨丨
皴	夋皮ㄋノ丶丶
畚	叁田丨ㄋ一一
允	厶儿ノㄋㄋㄋ
弁	厶廾一ノ丨丨
台	台ㄋ丶一一
牟	厶牛ノ一丨丨
矣	厶矢ノ一丶丶
巽	巳巳一丨丶丶
巳	巳ㄋ一ㄋㄋ
导	巳寸一丨丶丶
异	巳廾一ノ丨丨
逻	罒夕丶ㄋ丶丶
罢	罒去一丨丶丶
罴	罒去丶丶丶丶
罡	罒正一丨一一
罗	罒夕ノㄋ丶丶
詈	罒言丶一一一
羁	罒革ㄋㄋ一一
罹	罒忄ノ丨一一
罚	罒讠丨丨丨丨
蜀	罒勹丨ㄋ丶丶
署	罒者一丨一一
罾	罒曾丶ノ一一
罩	罒卓丨一丨丨
罨	罒大丨ㄋㄋㄋ
置	罒直一丨一一
罱	罒十丨ㄋ丨丨
罟	罒古一丨一一
罘	罒不一ノ丶丶
罪	罒非丨一一一
鹮	罒同ノㄋ一一
罽	罒厂丶ノ丨丨
罶	罒留丨ㄋ一一
翾	罒同ノㄋ一一
拣	扌练一ㄋ丶丶
揠	扌匚丨ㄋ一一
拒	扌匚ㄋ一一一
抠	扌区一ノㄋㄋ
搦	扌弓丶一一一
撕	扌其ノノ丨丨
撤	扌丨ㄋ丶丶
撒	扌丨ㄋ丶丶
擀	扌ノ丶丨丨
捌	扌另丨丨丨丨
擞	扌米ㄋノ丶丶
撷	扌吉一ノ丶丶
撖	扌敢ノ一丶丶
抑	扌ㄋ丨丨丨
批	扌比一ㄋㄋㄋ
挪	扌ㄋ丨丨丨
拊	扌付ノ丨丶丶
揶	扌耳ㄋ丨丨丨
揪	扌禾丶ノ丶丶
掀	折欠ノㄋ丶丶
搠	扌屰ノㄋ一一
拗	扌幺ㄋノノノ
搬	扌舟ノㄋ丶丶
扬	扌汤ㄋノノノ
捣	扌丨ㄋ丨丨
掏	扌勹ノ一丨丨
拘	扌句ノㄋ一一
掬	扌勹丶ノ丶丶
抱	扌勹ㄋ一ㄋㄋ
拭	扌弋一丨一一
抛	扌九ㄋノノノ
挺	扌壬ㄋ丶丶丶
挝	扌寸丶ㄋ丶丶
挞	扌大丶ㄋ丶丶
搞	扌高丶一一一
搁	扌门ノㄋ一一
捆	扌囗一丨丶丶
掴	扌囗一一丶丶
拨	扌发ㄋノ丶丶
搋	扌丨一ㄋㄋ
掳	扌虍ㄋノノノ
摅	扌虍丶ㄋ丶丶
搓	扌一丨一一
撅	扌厂丶ノ丶丶
振	扌辰一ノ丶丶
扼	扌厂ㄋㄋㄋㄋ
掂	扌广丨一一一
摭	扌度丶丶丶丶
搪	扌广ㄋ一一一
掮	扌户丨ㄋ一一
捩	扌户一ノ丶丶
握	扌尸一ㄋ一一
搌	扌尸一丨丶丶
摒	扌尸丶ノ丨丨
抿	扌民ㄋ一ㄋㄋ
掘	扌尸ㄋ丨丨丨
捃	扌尹丨ㄋ一一
扳	扌ㄋ丶丶丶
掺	扌叁ノノノノ
掼	扌毌丨ㄋ丶丶
挠	扌尧一ㄋㄋㄋ
撄	扌贝丨ㄋ一一
攒	扌先ノ一丶丶
揩	扌比ノ丨一一
撵	扌夫一一丨丨
撰	扌巳ㄋ一丶丶
擢	扌羽ノ丨一一
掇	扌双ㄋ丶丶丶
撼	扌咸丶ㄋ丶丶
摁	扌因丶ㄋ丶丶
搔	扌又丶丨丶丶
攫	扌目丨ㄋ丶丶
捻	扌今丶ㄋ丶丶
撺	扌穴丨ㄋ丨丨
控	扌穴一丨一一
擅	扌亠丨ㄋ一一
掠	扌京丶一丶丶
搐	扌玄丨ㄋ一一
搀	扌免丶丶丶丶
撸	扌鱼丨ㄋ一一
拎	扌令ノ丶丶丶
挖	扌穴ㄋㄋㄋㄋ
擦	扌宀ノㄋ丶丶
摈	扌宀ノ丨丶丶
按	扌宀ㄋノ一一
掖	扌夜丶一丶丶
抗	扌亠ノㄋㄋㄋ
播	扌番ノ丶一一
掭	扌天丨丶丶丶
搡	扌又ㄋ丶丶丶
撩	扌尞一ノ丶丶
授	扌受ㄋ丶丶丶
拖	扌ㄋ丨ㄋㄋ
挽	扌免ノㄋㄋㄋ
掐	扌ノ丨一一
换	扌丨ㄋ丶丶
捎	扌肖丨丶一一
挡	扌ㄋ一一一
揍	扌ノ一丶丶
捧	扌一一丨丨
扮	扌分ノ丶ノノ
掸	扌单丶ノ丨丨
掷	扌䒑一ノ丨丨
拼	扌䒑一ノ丨丨
拦	扌兰丶ノ一一
抡	扌人ノㄋㄋㄋ
指	扌旨ノㄋ一一
拈	扌占丨一一一
摸	扌莫一丨丶丶
搽	扌艹ノ丶丶丶
捞	扌劳ㄋノノノ
描	扌艹丨ㄋ一一
掩	扌大丨ㄋㄋㄋ
捺	扌大一一丶丶
招	扌召ㄋノ一一
拄	扌主丶一一一
摄	扌耳ㄋ丶丶丶
搏	扌甫一丨丶丶
投	扌殳ノㄋ丶丶
捐	扌口丨ㄋ一一
损	扌口丨ㄋ丶丶
挹	扌口ㄋ丨ㄋㄋ
揖	扌口一丨一一
拐	扌另丨ㄋノノ
捉	扌足丨ㄋ丶丶
撞	扌立丨ㄋ一一
掊	扌立丨ㄋ一一
接	扌立ㄋノ一一
撬	扌毛ノ一ㄋㄋ
揉	扌矛一丨丶丶
搂	扌米ㄋノ一一
揸	扌木丨ㄋ一一
探	扌冖ノ丶丶丶
挥	扌冖一ㄋ丨丨
撮	扌日一丨丶丶
提	扌是丨ㄋ丶丶
捍	扌日一一丨丨
担	扌旦丨ㄋ一一
摧	扌山ノ丨一一
技	扌十ㄋ丶丶丶
拮	扌吉一丨一一
抵	扌氏丶丶丶丶
抬	扌台ㄋ丶一一
挨	扌厶ノ一丶丶
摆	扌罒一丨丶丶
撂	扌田ノㄋ一一
持	扌土一丨丶丶
挂	扌圭一丨一一
拴	扌人一一一一
挤	扌文ノ丨丨丨
抢	扌仓ノ丶ㄋㄋ
抄	扌小ノノノノ
搜	扌臼丨ㄋ丶丶
择	扌又一一丨丨
擂	扌雨丨ㄋ一一
攉	扌雨ノ丨一一
揭	扌曷丨ㄋㄋㄋ
捏	扌日一丨一一
捋	扌爫一丨丶丶
摇	扌爫ノ一丨丨
援	扌爰ノ丶丶丶
拯	扌丞ㄋ丨一一
携	扌隹ㄋノノノ
擤	扌自丨ㄋ丨丨
捅	扌甬ㄋ丶丨丨
拱	扌共一丨丶丶
措	扌昔一丨一一
报	扌卩ㄋ丶丶丶
拶	扌巛ノㄋ丶丶
扒	扌八ノ丶丶丶
把	扌巴ㄋ丨ㄋㄋ
拔	扌ㄋ丶丶丶
拍	扌白ノ丨一一
扑	扌卜丨丶丶丶
插	扌千ノ丨一一
拆	折丶丶丶丶丶
扭	扌丑ㄋ丨一一
拙	扌出ㄋ丨丨丨
捶	扌垂ノ一一一
抖	扌⺀一丨丨丨
扶	扌夫一一丶丶
拂	扌弓ノ丨丨丨
捕	扌甫一丨丶丶
找	扌戈一ㄋ丶丶
扛	扌工一丨一一
扩	扌广丶一ノノ
护	扌户丶ㄋノノ
扫	扌彐ㄋ一一一
挟	扌夹ノ丶丶丶
押	扌甲丨ㄋ丨丨
捷	扌妻一ノ丶丶
折	折一丨丨丨
揿	扌钅ノㄋ丶丶
抉	扌夬ㄋ一丶丶
扣	扌口丨ㄋ一一
拉	扌立丶一一一
拢	扌龙一ノ丶丶
摔	扌玄丶一丨丨
扪	扌门丶丨ㄋㄋ
抹	扌未一一丶丶
拇	扌母ㄋㄋ丶丶
扔	扌乃ㄋノノノ
披	扌皮ㄋノ丶丶
抨	扌平一丶丨丨
扦	扌千ノ一丨丨
抻	扌日丨丨丨丨
拓	扌石一ノ一一
托	扌乇ノ一ㄋㄋ
执	执一丨丶丶
抚	扌一一ノㄋㄋ
拽	扌曳丨ㄋノノ
扎	扌乚ㄋㄋㄋㄋ
拟	扌以ㄋ丶丶丶
拥	扌用ノㄋ丨丨
扰	扌尢丶丶丶丶
摊	扌又ノ丨一一
抓	扌爪ノノ丶丶
挑	扌儿丶一丶丶
扯	扌止丨一一一
抟	扌专一一丶丶
推	扌隹ノ丨一一
挫	扌从一丨一一
逝	折辶丶ㄋ丶丶
踅	折足丨ㄋ丶丶
蜇	折虫丨ㄋ丶丶
哲	折口丨ㄋ一一
誓	折言丶一一一
鸷	扌执ノㄋ一一
贽	执贝丨ㄋ丶丶
蛰	执虫丨ㄋ丶丶
热	执灬丶丶丶丶
势	执力ㄋノノノ
挚	执手ノ一丨丨
垫	执土一丨一一
拚	扌厶一ノ丨丨
捱	扌厂一丨一一
摺	扌羽ノ丨一一
揞	扌立丨ㄋ一一
挢	扌夭ノ丨丨丨
擗	扌辟ㄋ一丨丨
揎	扌㝉丨ㄋ一一
揲	扌世一丨丶丶
挣	扌争ノㄋ丨丨
撇	扌敝丶ノ丶丶
据	扌尸一丨一一
捭	扌卑ノ丨丨丨
拷	扌耂一ㄋㄋㄋ
攮	扌橐丨ㄋ丶丶
揽	扌监丨ㄋㄋㄋ
摘	扌啇丶一一一
搅	扌学丨ㄋㄋㄋ
撑	扌ノ一丨丨
攥	扌丨ㄋ丶丶
撙	扌酋一丨丶丶
拧	扌宀一丨丨丨
攘	扌襄丶一丶丶
操	扌口丨ㄋ丶丶
揄	扌俞ノ丶丨丨
捡	扌佥ノ丶一一
拾	扌合ノ丶一一
揆	扌癸ㄋ丶丶丶
掉	扌卓丨一丨丨
搭	扌艹ノ丶一一
掎	扌大一丨丨丨
挎	扌大一一ㄋㄋ
掾	扌彖ㄋㄋ丶丶
括	扌舌ノ一一一
揣	扌山一ノ丨丨
摞	扌田ㄋㄋ丶丶
捂	扌五丨ㄋ一一
搛	扌兼丶ノ丶丶
拌	扌半丶ノ丨丨
打	扌丁一丨丨丨
排	扌非丨一一一
抽	扌由丨ㄋ一一
抒	扌予ㄋ丶丨丨
絷	执糸ㄋㄋ丶丶
扺	扌氏ノㄋㄋㄋ
扽	扌屯一ㄋㄋㄋ
拃	扌乍ノ一一一
捽	扌卒丶一丨丨
揳	扌丰ㄋノ丶丶
搒	扌帝丶一ノノ
摛	扌㐫丨ㄋ丶丶
毗	田比一ㄋㄋㄋ
畴	田一丨丶丶
畈	田ㄋ丶丶丶
畹	田宀ノㄋㄋㄋ
疃	田立丨ㄋ一一
畛	田㐱ノ丶ノノ
畦	田圭一丨一一
略	田各ノㄋ一一
畋	田攵ノ一丶丶
畎	田犬一ノ丶丶
胃	田⺝丨ㄋ一一
界	田人ノ丨丨丨
畀	畀丨ㄋ丨丨
男	田力ㄋノノノ
思	田心丶ㄋ丶丶
畏	田一ㄋノ丶丶
田	田丨ㄋ一一
嬲	田力ㄋノノノ
畸	田大一丨丨丨
畔	田半丶ノ丨丨
町	田丁一丨丨丨
累	田糸ㄋㄋ丶丶
罍	田田丨ㄋ丨丨
疁	田羽ノ丶ノノ
迥	冂口丶ㄋ丶丶
冈	冈丨ㄋ丶丶
典	曲八ノ丶丶丶
央	央丨ㄋ丶丶
肉	内人ノ丶丶丶
册	冂冂一一一一
丹	丹ノㄋ一一
冉	冉丨ㄋ一一
雕	冂吉ノ丨一一
刚	冈刂丨丨丨丨
网	冂乂ノ丶丶丶
罔	冂䒑丶一ㄋㄋ
周	冂吉一丨一一
同	冂同丨ㄋ一一
逼	同田丶ㄋ丶丶
副	同田丨丨丨丨
翮	鬲羽ㄋ丶一一
融	鬲虫丨ㄋ丶丶
鬷	鬲㐅ㄋ丨丶丶
鹝	鬲鸟ノㄋ一一
逵	土八一丨丶丶
盐	土卜丨ㄋ一一
袁	土口ノㄋ丶丶
恚	圭心丶ㄋ丶丶
幸	土丶ノ丨丨
寺	土寸一丨丶丶
圭	圭一丨一一
土	土一丨一一
垅	土龙一ノ丶丶
堀	土尸ㄋ丨丨丨
坶	土母ㄋㄋ丶丶
赭	赤者一丨一一
赫	赤赤一丨丶丶
赧	赤卩ㄋ丶丶丶
赦	赤攵ノ一丶丶
郝	赤阝ㄋ丨丨丨
卦	圭卜丨丶丶丶
封	圭寸一丨丶丶
堍	土免丶丶丶丶
堰	土匚丨ㄋ一一
墩	土享ノ一丶丶
堠	土亻ノ丨丶丶
埘	土日一丨丶丶
坳	土幺ㄋノノノ
堋	土月ノㄋ一一
场	土汤ㄋノノノ
坷	土可一丨丨丨
均	土勹丶一一一
域	土戈丨ㄋ一一
埏	土丿丨一丶丶
垧	土向丨ㄋ一一
坝	土贝丨ㄋ丶丶
垌	土冂丨ㄋ一一
城	土戊ㄋㄋㄋㄋ
墟	土虍丨丨一一
垢	土丨ㄋ一一
塬	土厂ノ丨丶丶
坜	土厂ㄋノノノ
墉	土广ㄋ一一一
塘	土广ㄋ一一一
墀	土尸丨丶丨丨
坭	土尸ノㄋㄋㄋ
坂	土ㄋ丶丶丶
埤	土卑ノ丨丨丨
坎	土欠ノㄋ丶丶
堵	土者一丨一一
墙	土十丶ノ一一
垤	土至一ㄋ一一
墚	土氵ㄋノ丶丶
堪	土其ㄋㄋㄋㄋ
埝	土今丶ㄋ丶丶
墒	土啇丶一一一
壕	土亮一ノ丶丶
垸	土宀一一ㄋㄋ
坨	土宀ノㄋㄋㄋ
垓	土亥丶一丶丶
垴	土㐫丶一丨丨
壤	土襄丶一丶丶
坑	土亠ノㄋㄋㄋ
境	土音ノㄋㄋㄋ
圪	土ㄋㄋㄋㄋ
增	土曾丶ノ一一
垆	土⺊ㄋ一ノノ
坫	土占丨一一一
坯	土不一一一一
塔	土艹ノ丶一一
垮	土大一一ㄋㄋ
埯	土大丨ㄋㄋㄋ
圬	土亏一一ㄋㄋ
坛	土云一一丶丶
垛	土几一丨丶丶
埽	土彐丶ㄋ丨丨
埙	土口丨ㄋ丶丶
埚	土呙丨ㄋ丶丶
埕	土口一一一一
培	土立丨ㄋ一一
埸	土日ノㄋノノ
堤	土是丨ㄋ丶丶
坦	土旦丨ㄋ一一
垲	土山ㄋ一ㄋㄋ
埴	土直一丨一一
填	土直ノ丶丶丶
坻	土氏丶丶丶丶
堞	土世一丨丶丶
埃	土厶ノ一丶丶
塄	土罒丶一ノノ
埋	土里丨ㄋ一一
堙	土覀一丨一一
垣	土一丨ㄋ一一
塌	土日ㄋ丶一一
墁	土日丨ㄋ丶丶
埒	土爫一丨丶丶
坏	土不一ノ丶丶
坼	土斤丶丶丶丶
圳	土川ノ丨丨丨
坍	土丹ノㄋ一一
坊	土方丶一ノノ
